,Time,Loci1_FL_temp,Loci1_NF_temp,Loci1_FL_Wat,Loci1_NF_Wat,Loci2_FL_temp,Loci2_NF_temp,Loci2_FL_Wat,Loci2_NF_Wat,Day,Rtime
1880,"4Evning - 19,22",25.38,25.865,0.057,0.022,21.925,20.71,0.0585,0.0395,202,2013-07-20 19:00:00
1881,"4Evning - 19,22",24.5,24.315,0.057,0.022,20.285,19.375,0.059,0.0405,202,2013-07-20 20:00:00
1882,"4Evning - 19,22",22.32,21.67,0.057,0.023,19.03,17.955,0.0595,0.0405,202,2013-07-20 21:00:00
1883,"4Evning - 19,22",19.17,19.185,0.057,0.024,18.41,17.345,0.06,0.041,202,2013-07-20 22:00:00
1884,"5Night - 23,2",17.64,18.215,0.058,0.025,18.02,16.99,0.06,0.0415,202,2013-07-20 23:00:00
1885,"5Night - 23,2",17.39,17.95,0.058,0.026,17.55,16.595,0.0605,0.0415,202,2013-07-21 00:00:00
1886,"5Night - 23,2",16.96,17.525,0.058,0.027,17.025,16.165,0.061,0.042,202,2013-07-21 01:00:00
1887,"5Night - 23,2",16.77,17.585,0.058,0.028,16.605,15.765,0.0615,0.0425,202,2013-07-21 02:00:00
1888,"6Erly Morn - 3,6",16.93,17.94,0.059,0.029,16.39,15.525,0.0635,0.044,202,2013-07-21 03:00:00
1889,"6Erly Morn - 3,6",17.44,18.025,0.059,0.029,16.27,15.435,0.065,0.045,202,2013-07-21 04:00:00
1890,"6Erly Morn - 3,6",17.09,17.54,0.059,0.029,16.06,15.315,0.0655,0.045,202,2013-07-21 05:00:00
1891,"6Erly Morn - 3,6",15.81,17.505,0.059,0.029,16.08,15.225,0.0645,0.045,202,2013-07-21 06:00:00
1892,"1Morning - 7,10",15.71,19.035,0.06,0.029,16.48,15.46,0.0635,0.044,202,2013-07-21 07:00:00
1893,"1Morning - 7,10",15.45,20.475,0.06,0.029,16.895,15.86,0.062,0.042,202,2013-07-21 08:00:00
1894,"1Morning - 7,10",16.21,20.82,0.061,0.028,17.585,16.635,0.0605,0.041,202,2013-07-21 09:00:00
1895,"1Morning - 7,10",15.42,20.24,0.061,0.027,18.12,17.255,0.0595,0.0405,202,2013-07-21 10:00:00
1896,"2Day - 11,14",15.19,21.545,0.06,0.025,18.94,17.9,0.059,0.039,202,2013-07-21 11:00:00
1897,"2Day - 11,14",17.39,23.11,0.06,0.024,19.585,18.52,0.0575,0.0385,203,2013-07-21 12:00:00
1898,"2Day - 11,14",18.33,22.49,0.059,0.023,20.005,18.99,0.057,0.0385,203,2013-07-21 13:00:00
1899,"2Day - 11,14",21.44,23.2,0.059,0.022,20.435,19.295,0.057,0.038,203,2013-07-21 14:00:00
1900,"3Afternoon - 15,18",22.88,23.995,0.058,0.022,20.875,19.665,0.0565,0.0385,203,2013-07-21 15:00:00
1901,"3Afternoon - 15,18",25.44,25.025,0.057,0.022,20.815,19.635,0.0565,0.038,203,2013-07-21 16:00:00
1902,"3Afternoon - 15,18",24.85,25.06,0.056,0.022,20.38,19.46,0.056,0.0385,203,2013-07-21 17:00:00
1903,"3Afternoon - 15,18",26.44,25.435,0.056,0.022,19.51,18.88,0.0565,0.039,203,2013-07-21 18:00:00
1904,"4Evning - 19,22",25.83,26.23,0.056,0.022,18.655,18.145,0.0575,0.0395,203,2013-07-21 19:00:00
1905,"4Evning - 19,22",25.34,24.565,0.055,0.022,18.065,17.545,0.0585,0.041,203,2013-07-21 20:00:00
1906,"4Evning - 19,22",22.73,21.585,0.055,0.023,17.61,17.16,0.0585,0.041,203,2013-07-21 21:00:00
1907,"4Evning - 19,22",19.73,19.59,0.055,0.024,17.18,16.81,0.0585,0.041,203,2013-07-21 22:00:00
1908,"5Night - 23,2",18.14,18.42,0.056,0.025,16.74,16.4,0.0595,0.0415,203,2013-07-21 23:00:00
1909,"5Night - 23,2",16.53,18.595,0.056,0.026,16.485,16.125,0.0595,0.042,203,2013-07-22 00:00:00
1910,"5Night - 23,2",19.57,19.92,0.057,0.027,16.295,15.96,0.0605,0.043,203,2013-07-22 01:00:00
1911,"5Night - 23,2",19.18,19.055,0.057,0.027,16.11,15.815,0.0605,0.043,203,2013-07-22 02:00:00
1912,"6Erly Morn - 3,6",17.07,18.375,0.057,0.028,15.98,15.655,0.0615,0.0435,203,2013-07-22 03:00:00
1913,"6Erly Morn - 3,6",18.75,19.61,0.058,0.029,15.86,15.51,0.062,0.0435,203,2013-07-22 04:00:00
1914,"6Erly Morn - 3,6",18.37,19.19,0.058,0.029,15.685,15.355,0.062,0.044,203,2013-07-22 05:00:00
1915,"6Erly Morn - 3,6",17.66,19.775,0.058,0.03,15.72,15.185,0.0625,0.0445,203,2013-07-22 06:00:00
1916,"1Morning - 7,10",18.23,20.35,0.058,0.03,16.015,15.235,0.062,0.0445,203,2013-07-22 07:00:00
1917,"1Morning - 7,10",17.96,21.255,0.059,0.03,17.21,15.955,0.062,0.044,203,2013-07-22 08:00:00
1918,"1Morning - 7,10",18.2,22.88,0.059,0.03,19.105,17.52,0.0625,0.044,203,2013-07-22 09:00:00
1919,"1Morning - 7,10",19.56,23.735,0.06,0.028,21.375,19.395,0.0615,0.044,203,2013-07-22 10:00:00
1920,"2Day - 11,14",19.66,25.38,0.06,0.027,27.67,22.995,0.061,0.043,203,2013-07-22 11:00:00
1921,"2Day - 11,14",23.02,25.605,0.059,0.025,32.725,26.855,0.0605,0.0425,204,2013-07-22 12:00:00
1922,"2Day - 11,14",24.21,25.095,0.058,0.024,33.685,29.005,0.06,0.0425,204,2013-07-22 13:00:00
1923,"2Day - 11,14",22.65,24.975,0.058,0.024,33.755,29.96,0.0595,0.042,204,2013-07-22 14:00:00
1924,"3Afternoon - 15,18",21.51,24.135,0.057,0.024,37.19,31.745,0.0595,0.042,204,2013-07-22 15:00:00
1925,"3Afternoon - 15,18",23.65,23.615,0.057,0.024,35.555,33.055,0.0595,0.042,204,2013-07-22 16:00:00
1926,"3Afternoon - 15,18",20.57,24.01,0.057,0.023,33.58,31.32,0.0595,0.042,204,2013-07-22 17:00:00
1927,"3Afternoon - 15,18",19.61,23.335,0.056,0.023,33.375,31.895,0.0595,0.0425,204,2013-07-22 18:00:00
1928,"4Evning - 19,22",19.83,21.805,0.056,0.023,30.52,30.655,0.06,0.043,204,2013-07-22 19:00:00
1929,"4Evning - 19,22",18.25,20.105,0.055,0.024,26.295,27.955,0.0605,0.043,204,2013-07-22 20:00:00
1930,"4Evning - 19,22",17.14,19.145,0.056,0.025,23.365,24.18,0.061,0.044,204,2013-07-22 21:00:00
1931,"4Evning - 19,22",16.4,18.74,0.056,0.026,21.27,21.16,0.0635,0.046,204,2013-07-22 22:00:00
1932,"5Night - 23,2",16.29,18.845,0.056,0.027,21.28,20.21,0.065,0.0475,204,2013-07-22 23:00:00
1933,"5Night - 23,2",16.7,18.925,0.057,0.027,21.36,20.73,0.065,0.048,204,2013-07-23 00:00:00
1934,"5Night - 23,2",16.92,18.9,0.057,0.028,20.775,20.85,0.0655,0.0485,204,2013-07-23 01:00:00
1935,"5Night - 23,2",16.86,18.645,0.057,0.029,19.93,20.045,0.066,0.0485,204,2013-07-23 02:00:00
1936,"6Erly Morn - 3,6",16.5,18.48,0.057,0.029,18.945,18.965,0.066,0.049,204,2013-07-23 03:00:00
1937,"6Erly Morn - 3,6",16.96,18.36,0.058,0.03,18.665,18.12,0.067,0.049,204,2013-07-23 04:00:00
1938,"6Erly Morn - 3,6",16.19,17.015,0.058,0.03,18.12,17.79,0.067,0.0495,204,2013-07-23 05:00:00
1939,"6Erly Morn - 3,6",13.33,16.765,0.058,0.031,18.27,17.87,0.0675,0.0495,204,2013-07-23 06:00:00
1940,"1Morning - 7,10",14.28,18.38,0.058,0.031,18.55,18.27,0.0675,0.0495,204,2013-07-23 07:00:00
1941,"1Morning - 7,10",15.21,19.67,0.059,0.031,18.515,18.525,0.0675,0.049,204,2013-07-23 08:00:00
1942,"1Morning - 7,10",16.63,21.405,0.059,0.031,19.11,18.85,0.0675,0.049,204,2013-07-23 09:00:00
1943,"1Morning - 7,10",17.17,22.525,0.059,0.03,19.615,19.61,0.0675,0.0485,204,2013-07-23 10:00:00
1944,"2Day - 11,14",19.65,23.085,0.059,0.029,19.935,19.855,0.067,0.048,204,2013-07-23 11:00:00
1945,"2Day - 11,14",19.92,22.95,0.059,0.028,22.04,20.86,0.066,0.048,205,2013-07-23 12:00:00
1946,"2Day - 11,14",18.33,22.265,0.059,0.027,21.58,21.66,0.0655,0.047,205,2013-07-23 13:00:00
1947,"2Day - 11,14",19.11,23.235,0.059,0.026,22.935,21.35,0.065,0.047,205,2013-07-23 14:00:00
1948,"3Afternoon - 15,18",22.08,23.275,0.058,0.025,29.45,25.12,0.065,0.047,205,2013-07-23 15:00:00
1949,"3Afternoon - 15,18",18.9,22.355,0.057,0.025,27.815,27.055,0.065,0.0465,205,2013-07-23 16:00:00
1950,"3Afternoon - 15,18",18.6,23.11,0.057,0.025,28.11,27.685,0.065,0.0465,205,2013-07-23 17:00:00
1951,"3Afternoon - 15,18",20.86,23.405,0.057,0.024,26.765,27.55,0.065,0.0465,205,2013-07-23 18:00:00
1952,"4Evning - 19,22",16.14,22.305,0.056,0.024,23.39,25.56,0.0655,0.0475,205,2013-07-23 19:00:00
1953,"4Evning - 19,22",21.59,22.13,0.056,0.025,21.43,23.285,0.0665,0.048,205,2013-07-23 20:00:00
1954,"4Evning - 19,22",19.67,18.77,0.056,0.025,20.275,21.295,0.067,0.049,205,2013-07-23 21:00:00
1955,"4Evning - 19,22",14.92,15.975,0.055,0.026,19.905,20.575,0.067,0.049,205,2013-07-23 22:00:00
1956,"5Night - 23,2",13.48,16.455,0.056,0.027,18.895,19.775,0.0675,0.0495,205,2013-07-23 23:00:00
1957,"5Night - 23,2",15.58,17.455,0.056,0.027,18.625,19.21,0.0675,0.0495,205,2013-07-24 00:00:00
1958,"5Night - 23,2",15.67,17.11,0.057,0.028,18.37,18.965,0.068,0.0495,205,2013-07-24 01:00:00
1959,"5Night - 23,2",15.39,17.01,0.057,0.028,18.34,18.675,0.068,0.0505,205,2013-07-24 02:00:00
1960,"6Erly Morn - 3,6",15.32,17.19,0.057,0.029,18.085,18.595,0.0685,0.0505,205,2013-07-24 03:00:00
1961,"6Erly Morn - 3,6",16.15,17.355,0.058,0.029,17.48,17.785,0.069,0.051,205,2013-07-24 04:00:00
1962,"6Erly Morn - 3,6",15.48,16.84,0.058,0.03,17.705,17.965,0.0695,0.0515,205,2013-07-24 05:00:00
1963,"6Erly Morn - 3,6",14.9,17.07,0.058,0.03,17.745,18.19,0.071,0.052,205,2013-07-24 06:00:00
1964,"1Morning - 7,10",15.01,18.36,0.058,0.031,18.395,18.39,0.0715,0.0515,205,2013-07-24 07:00:00
1965,"1Morning - 7,10",17.07,21.385,0.059,0.031,20.06,19.23,0.0695,0.0495,205,2013-07-24 08:00:00
1966,"1Morning - 7,10",19.08,21.92,0.059,0.03,20.905,20.26,0.067,0.047,205,2013-07-24 09:00:00
1967,"1Morning - 7,10",20.45,22.59,0.059,0.028,23.81,21.955,0.0655,0.0455,205,2013-07-24 10:00:00
1968,"2Day - 11,14",20.27,23.305,0.059,0.027,26.105,24.81,0.064,0.0445,205,2013-07-24 11:00:00
1969,"2Day - 11,14",16.54,22.9,0.059,0.026,25.855,25.43,0.062,0.0425,206,2013-07-24 12:00:00
1970,"2Day - 11,14",19.77,23.625,0.058,0.024,27.665,26.36,0.0615,0.0425,206,2013-07-24 13:00:00
1971,"2Day - 11,14",19.13,23.91,0.057,0.024,29.125,28.085,0.06,0.0415,206,2013-07-24 14:00:00
1972,"3Afternoon - 15,18",19,23.845,0.057,0.023,31.025,29.09,0.0595,0.0415,206,2013-07-24 15:00:00
1973,"3Afternoon - 15,18",24.86,24.76,0.056,0.023,32.79,30.67,0.0585,0.041,206,2013-07-24 16:00:00
1974,"3Afternoon - 15,18",17.88,23.825,0.055,0.023,31.755,31.275,0.059,0.0415,206,2013-07-24 17:00:00
1975,"3Afternoon - 15,18",22.18,24.3,0.055,0.023,30.68,31.24,0.0595,0.0415,206,2013-07-24 18:00:00
1976,"4Evning - 19,22",20.68,22.715,0.055,0.023,28.545,30.29,0.0595,0.042,206,2013-07-24 19:00:00
1977,"4Evning - 19,22",20.44,21.515,0.054,0.024,26.155,29.16,0.06,0.0425,206,2013-07-24 20:00:00
1978,"4Evning - 19,22",19.62,20.065,0.055,0.028,21.665,25.03,0.06,0.043,206,2013-07-24 21:00:00
1979,"4Evning - 19,22",16.31,18.085,0.058,0.054,19.47,20.305,0.06,0.043,206,2013-07-24 22:00:00
1980,"5Night - 23,2",15.47,17.3,0.064,0.09,18.24,17.825,0.0615,0.044,206,2013-07-24 23:00:00
1981,"5Night - 23,2",14.74,16.94,0.067,0.093,18.4,17.215,0.0725,0.058,206,2013-07-25 00:00:00
1982,"5Night - 23,2",14.6,16.9,0.071,0.097,18.225,17.525,0.111,0.106,206,2013-07-25 01:00:00
1983,"5Night - 23,2",14.85,16.77,0.076,0.104,17.91,17.5,0.123,0.1155,206,2013-07-25 02:00:00
1984,"6Erly Morn - 3,6",14.43,16.48,0.078,0.094,17.005,17.04,0.133,0.124,206,2013-07-25 03:00:00
1985,"6Erly Morn - 3,6",14.62,16.615,0.08,0.09,16.955,16.805,0.181,0.177,206,2013-07-25 04:00:00
1986,"6Erly Morn - 3,6",15.02,16.895,0.081,0.087,16.69,16.655,0.2105,0.193,206,2013-07-25 05:00:00
1987,"6Erly Morn - 3,6",15.69,17.585,0.082,0.085,16.995,16.605,0.2685,0.244,206,2013-07-25 06:00:00
1988,"1Morning - 7,10",17.55,19.29,0.082,0.082,17.63,16.905,0.2865,0.2615,206,2013-07-25 07:00:00
1989,"1Morning - 7,10",16.83,19.865,0.082,0.077,18.3,17.575,0.2825,0.2545,206,2013-07-25 08:00:00
1990,"1Morning - 7,10",18.92,21.755,0.082,0.071,18.355,18.1,0.299,0.277,206,2013-07-25 09:00:00
1991,"1Morning - 7,10",21.71,22.64,0.081,0.067,18.985,18.32,0.291,0.265,206,2013-07-25 10:00:00
1992,"2Day - 11,14",19.27,21.75,0.082,0.078,19.915,19.06,0.2825,0.254,206,2013-07-25 11:00:00
1993,"2Day - 11,14",16.82,21.44,0.082,0.068,NA,NA,0.267,0.2375,207,2013-07-25 12:00:00
1994,"2Day - 11,14",15.25,20.53,0.081,0.061,NA,NA,0.255,0.2235,207,2013-07-25 13:00:00
1995,"2Day - 11,14",14.21,20.95,0.081,0.055,NA,NA,0.244,0.215,207,2013-07-25 14:00:00
1996,"3Afternoon - 15,18",15.78,21.155,0.079,0.05,NA,NA,0.2365,0.2195,207,2013-07-25 15:00:00
1997,"3Afternoon - 15,18",21.37,21.68,0.078,0.046,NA,NA,0.2325,0.2165,207,2013-07-25 16:00:00
1998,"3Afternoon - 15,18",16.99,22.72,0.078,0.043,NA,NA,0.2315,0.216,207,2013-07-25 17:00:00
1999,"3Afternoon - 15,18",17.45,23.24,0.076,0.041,NA,NA,0.229,0.214,207,2013-07-25 18:00:00
2000,"4Evning - 19,22",18.77,23.29,0.075,0.04,NA,NA,0.226,0.212,207,2013-07-25 19:00:00
2001,"4Evning - 19,22",19.9,20.765,0.074,0.038,NA,NA,0.225,0.212,207,2013-07-25 20:00:00
2002,"4Evning - 19,22",17.97,19.175,0.073,0.039,NA,NA,0.225,0.2115,207,2013-07-25 21:00:00
2003,"4Evning - 19,22",17.04,18.02,0.072,0.04,NA,NA,0.225,0.212,207,2013-07-25 22:00:00
2004,"5Night - 23,2",15.02,16.35,0.072,0.04,NA,NA,0.2235,0.211,207,2013-07-25 23:00:00
2005,"5Night - 23,2",13.62,15.31,0.072,0.041,NA,NA,0.223,0.21,207,2013-07-26 00:00:00
2006,"5Night - 23,2",12.65,14.64,0.071,0.041,NA,NA,0.2235,0.2105,207,2013-07-26 01:00:00
2007,"5Night - 23,2",11.74,14.125,0.071,0.042,NA,NA,0.225,0.213,207,2013-07-26 02:00:00
2008,"6Erly Morn - 3,6",12.21,14.325,0.071,0.043,NA,NA,0.227,0.2135,207,2013-07-26 03:00:00
2009,"6Erly Morn - 3,6",11.82,13.405,0.071,0.043,NA,NA,0.228,0.2135,207,2013-07-26 04:00:00
2010,"6Erly Morn - 3,6",10.73,12.62,0.071,0.043,NA,NA,0.227,0.212,207,2013-07-26 05:00:00
2011,"6Erly Morn - 3,6",10.88,13.785,0.071,0.043,NA,NA,0.2265,0.2085,207,2013-07-26 06:00:00
2012,"1Morning - 7,10",13.47,17.115,0.071,0.044,NA,NA,0.219,0.198,207,2013-07-26 07:00:00
2013,"1Morning - 7,10",15.42,19.675,0.072,0.044,NA,NA,0.212,0.19,207,2013-07-26 08:00:00
2014,"1Morning - 7,10",14.23,20.975,0.072,0.042,NA,NA,0.206,0.183,207,2013-07-26 09:00:00
2015,"1Morning - 7,10",17.52,21.985,0.073,0.04,NA,NA,0.1945,0.1705,207,2013-07-26 10:00:00
2016,"2Day - 11,14",16.44,21.63,0.072,0.038,NA,NA,0.1875,0.1615,207,2013-07-26 11:00:00
2017,"2Day - 11,14",13.89,21.815,0.072,0.035,NA,NA,0.1805,0.1505,208,2013-07-26 12:00:00
2018,"2Day - 11,14",17.19,22.285,0.07,0.034,NA,NA,0.1725,0.1415,208,2013-07-26 13:00:00
2019,"2Day - 11,14",13.96,21.98,0.07,0.033,NA,NA,0.1645,0.134,208,2013-07-26 14:00:00
2020,"3Afternoon - 15,18",21.18,21.91,0.07,0.032,NA,NA,0.1585,0.1295,208,2013-07-26 15:00:00
2021,"3Afternoon - 15,18",24.28,22.415,0.07,0.03,NA,NA,0.153,0.126,208,2013-07-26 16:00:00
2022,"3Afternoon - 15,18",22.15,22.825,0.069,0.029,NA,NA,0.149,0.1245,208,2013-07-26 17:00:00
2023,"3Afternoon - 15,18",18.48,23.75,0.068,0.028,NA,NA,0.146,0.1235,208,2013-07-26 18:00:00
2024,"4Evning - 19,22",21.53,23.315,0.067,0.028,NA,NA,0.144,0.123,208,2013-07-26 19:00:00
2025,"4Evning - 19,22",21.51,20.92,0.066,0.028,NA,NA,0.143,0.1235,208,2013-07-26 20:00:00
2026,"4Evning - 19,22",18.06,17.39,0.065,0.029,NA,NA,0.142,0.123,208,2013-07-26 21:00:00
2027,"4Evning - 19,22",14.5,15.135,0.065,0.03,NA,NA,0.141,0.123,208,2013-07-26 22:00:00
2028,"5Night - 23,2",12.71,14.515,0.064,0.031,NA,NA,0.1405,0.1235,208,2013-07-26 23:00:00
2029,"5Night - 23,2",12.99,13.895,0.065,0.032,NA,NA,0.1445,0.128,208,2013-07-27 00:00:00
2030,"5Night - 23,2",11.78,12.79,0.064,0.033,NA,NA,0.145,0.129,208,2013-07-27 01:00:00
2031,"5Night - 23,2",10.7,11.86,0.064,0.033,NA,NA,0.145,0.1295,208,2013-07-27 02:00:00
2032,"6Erly Morn - 3,6",9.79,11.225,0.064,0.034,NA,NA,0.146,0.13,208,2013-07-27 03:00:00
2033,"6Erly Morn - 3,6",9.26,10.735,0.064,0.035,NA,NA,0.1485,0.1335,208,2013-07-27 04:00:00
2034,"6Erly Morn - 3,6",8.76,10.4,0.064,0.036,NA,NA,0.1615,0.147,208,2013-07-27 05:00:00
2035,"6Erly Morn - 3,6",7.906,10.785,0.064,0.036,NA,NA,0.162,0.146,208,2013-07-27 06:00:00
2036,"1Morning - 7,10",8.1,13.195,0.065,0.037,NA,NA,NA,NA,208,2013-07-27 07:00:00
2037,"1Morning - 7,10",12.1,17.42,0.065,0.037,NA,NA,NA,NA,208,2013-07-27 08:00:00
2038,"1Morning - 7,10",14.32,20.32,0.066,0.037,NA,NA,NA,NA,208,2013-07-27 09:00:00
2039,"1Morning - 7,10",16.69,21.285,0.067,0.035,NA,NA,NA,NA,208,2013-07-27 10:00:00
2040,"2Day - 11,14",15.73,22.16,0.067,0.033,NA,NA,NA,NA,208,2013-07-27 11:00:00
2041,"2Day - 11,14",14.52,21.095,0.067,0.031,NA,NA,NA,NA,209,2013-07-27 12:00:00
2042,"2Day - 11,14",14.57,21.42,0.067,0.028,NA,NA,NA,NA,209,2013-07-27 13:00:00
2043,"2Day - 11,14",16.25,22.475,0.065,0.027,NA,NA,NA,NA,209,2013-07-27 14:00:00
2044,"3Afternoon - 15,18",18.95,22.785,0.063,0.026,NA,NA,NA,NA,209,2013-07-27 15:00:00
2045,"3Afternoon - 15,18",19.13,23.155,0.062,0.026,NA,NA,NA,NA,209,2013-07-27 16:00:00
2046,"3Afternoon - 15,18",19.37,22.065,0.061,0.026,NA,NA,NA,NA,209,2013-07-27 17:00:00
2047,"3Afternoon - 15,18",19.19,20.61,0.061,0.037,NA,NA,NA,NA,209,2013-07-27 18:00:00
2048,"4Evning - 19,22",16.05,18.14,0.069,0.099,NA,NA,NA,NA,209,2013-07-27 19:00:00
2049,"4Evning - 19,22",14.26,16.935,0.083,0.137,NA,NA,NA,NA,209,2013-07-27 20:00:00
2050,"4Evning - 19,22",13.86,16.445,0.09,0.131,NA,NA,NA,NA,209,2013-07-27 21:00:00
2051,"4Evning - 19,22",13.53,16.01,0.095,0.136,NA,NA,NA,NA,209,2013-07-27 22:00:00
2052,"5Night - 23,2",13.16,15.665,0.095,0.123,NA,NA,NA,NA,209,2013-07-27 23:00:00
2053,"5Night - 23,2",13.16,15.475,0.099,0.136,NA,NA,NA,NA,209,2013-07-28 00:00:00
2054,"5Night - 23,2",13.04,15.34,0.102,0.143,NA,NA,NA,NA,209,2013-07-28 01:00:00
2055,"5Night - 23,2",12.82,15.215,0.101,0.124,NA,NA,NA,NA,209,2013-07-28 02:00:00
2056,"6Erly Morn - 3,6",13.12,14.975,0.1,0.113,NA,NA,NA,NA,209,2013-07-28 03:00:00
2057,"6Erly Morn - 3,6",12.71,14.295,0.099,0.107,NA,NA,NA,NA,209,2013-07-28 04:00:00
2058,"6Erly Morn - 3,6",12.24,14.335,0.098,0.104,NA,NA,NA,NA,209,2013-07-28 05:00:00
2059,"6Erly Morn - 3,6",12.35,14.53,0.099,0.103,NA,NA,NA,NA,209,2013-07-28 06:00:00
2060,"1Morning - 7,10",12.21,15.175,0.098,0.101,NA,NA,NA,NA,209,2013-07-28 07:00:00
2061,"1Morning - 7,10",13.65,17.94,0.098,0.098,NA,NA,NA,NA,209,2013-07-28 08:00:00
2062,"1Morning - 7,10",16.64,19.45,0.098,0.092,NA,NA,NA,NA,209,2013-07-28 09:00:00
2063,"1Morning - 7,10",15.18,20.23,0.096,0.085,NA,NA,NA,NA,209,2013-07-28 10:00:00
2064,"2Day - 11,14",15.4,21.405,0.094,0.077,NA,NA,NA,NA,209,2013-07-28 11:00:00
2065,"2Day - 11,14",18.87,22.08,0.091,0.067,NA,NA,NA,NA,210,2013-07-28 12:00:00
2066,"2Day - 11,14",17.89,22.435,0.087,0.06,NA,NA,NA,NA,210,2013-07-28 13:00:00
2067,"2Day - 11,14",21.66,23.09,0.088,0.069,NA,NA,NA,NA,210,2013-07-28 14:00:00
2068,"3Afternoon - 15,18",14,21.34,0.104,0.131,NA,NA,NA,NA,210,2013-07-28 15:00:00
2069,"3Afternoon - 15,18",19.01,22.705,0.104,0.098,NA,NA,NA,NA,210,2013-07-28 16:00:00
2070,"3Afternoon - 15,18",19.68,22.135,0.099,0.084,NA,NA,NA,NA,210,2013-07-28 17:00:00
2071,"3Afternoon - 15,18",18.95,20.19,0.099,0.085,NA,NA,NA,NA,210,2013-07-28 18:00:00
2072,"4Evning - 19,22",16.96,18.645,0.1,0.09,NA,NA,NA,NA,210,2013-07-28 19:00:00
2073,"4Evning - 19,22",15.81,17.53,0.107,0.119,NA,NA,NA,NA,210,2013-07-28 20:00:00
2074,"4Evning - 19,22",15.52,17.125,0.107,0.111,NA,NA,NA,NA,210,2013-07-28 21:00:00
2075,"4Evning - 19,22",15.69,16.975,0.106,0.106,NA,NA,NA,NA,210,2013-07-28 22:00:00
2076,"5Night - 23,2",14.71,16.415,0.106,0.106,NA,NA,NA,NA,210,2013-07-28 23:00:00
2077,"5Night - 23,2",14.56,16.43,0.106,0.105,NA,NA,NA,NA,210,2013-07-29 00:00:00
2078,"5Night - 23,2",14.87,16.375,0.106,0.105,NA,NA,NA,NA,210,2013-07-29 01:00:00
2079,"5Night - 23,2",14.42,16.025,0.107,0.109,NA,NA,NA,NA,210,2013-07-29 02:00:00
2080,"6Erly Morn - 3,6",14.17,15.735,0.107,0.108,NA,NA,NA,NA,210,2013-07-29 03:00:00
2081,"6Erly Morn - 3,6",14.05,15.495,0.108,0.113,NA,NA,NA,NA,210,2013-07-29 04:00:00
2082,"6Erly Morn - 3,6",14.17,15.44,0.107,0.109,NA,NA,NA,NA,210,2013-07-29 05:00:00
2083,"6Erly Morn - 3,6",13.4,15.405,0.107,0.107,NA,NA,NA,NA,210,2013-07-29 06:00:00
2084,"1Morning - 7,10",14.6,16.93,0.108,0.111,NA,NA,NA,NA,210,2013-07-29 07:00:00
2085,"1Morning - 7,10",14.41,16.815,0.114,0.136,NA,NA,NA,NA,210,2013-07-29 08:00:00
2086,"1Morning - 7,10",12.79,17.63,0.117,0.129,NA,NA,NA,NA,210,2013-07-29 09:00:00
2087,"1Morning - 7,10",15.89,20.17,0.116,0.117,NA,NA,NA,NA,210,2013-07-29 10:00:00
2088,"2Day - 11,14",17.44,21.015,0.114,0.106,NA,NA,NA,NA,210,2013-07-29 11:00:00
2089,"2Day - 11,14",16.01,19.705,0.113,0.103,NA,NA,NA,NA,211,2013-07-29 12:00:00
2090,"2Day - 11,14",12.62,19.495,0.115,0.107,NA,NA,NA,NA,211,2013-07-29 13:00:00
2091,"2Day - 11,14",16.46,20.865,0.113,0.095,NA,NA,NA,NA,211,2013-07-29 14:00:00
2092,"3Afternoon - 15,18",15.36,20.965,0.107,0.08,NA,NA,NA,NA,211,2013-07-29 15:00:00
2093,"3Afternoon - 15,18",17.48,22.46,0.101,0.069,NA,NA,NA,NA,211,2013-07-29 16:00:00
2094,"3Afternoon - 15,18",22.71,23.015,0.097,0.063,NA,NA,NA,NA,211,2013-07-29 17:00:00
2095,"3Afternoon - 15,18",22.77,22.645,0.093,0.059,NA,NA,NA,NA,211,2013-07-29 18:00:00
2096,"4Evning - 19,22",18.94,21.165,0.09,0.056,NA,NA,NA,NA,211,2013-07-29 19:00:00
2097,"4Evning - 19,22",19.05,19.21,0.088,0.055,NA,NA,NA,NA,211,2013-07-29 20:00:00
2098,"4Evning - 19,22",16.72,17.15,0.086,0.054,NA,NA,NA,NA,211,2013-07-29 21:00:00
2099,"4Evning - 19,22",16.34,16.87,0.086,0.054,NA,NA,NA,NA,211,2013-07-29 22:00:00
2100,"5Night - 23,2",16.35,16.365,0.085,0.054,NA,NA,NA,NA,211,2013-07-29 23:00:00
2101,"5Night - 23,2",14.78,15.01,0.084,0.054,NA,NA,NA,NA,211,2013-07-30 00:00:00
2102,"5Night - 23,2",13.36,14.12,0.083,0.054,NA,NA,NA,NA,211,2013-07-30 01:00:00
2103,"5Night - 23,2",12.94,13.915,0.083,0.055,NA,NA,NA,NA,211,2013-07-30 02:00:00
2104,"6Erly Morn - 3,6",13.11,13.565,0.083,0.055,NA,NA,NA,NA,211,2013-07-30 03:00:00
2105,"6Erly Morn - 3,6",11.83,12.525,0.083,0.055,NA,NA,NA,NA,211,2013-07-30 04:00:00
2106,"6Erly Morn - 3,6",10.63,12.425,0.082,0.055,NA,NA,NA,NA,211,2013-07-30 05:00:00
2107,"6Erly Morn - 3,6",10.7,13.26,0.083,0.056,NA,NA,NA,NA,211,2013-07-30 06:00:00
2108,"1Morning - 7,10",11.26,14.725,0.083,0.057,NA,NA,NA,NA,211,2013-07-30 07:00:00
